County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,Longitude,Latitude,Street Address
Bronx,704871,Store,JAC,3100 THIRD AVENUE FOOD LLC,FOOD TOWN,3100,3RD AVE,,,BRONX,NY,10451,8000,-73.912094,40.821614,3100 3RD AVE
Kings,704354,Store,JAC,FONG & ZHOU SUPERMARKET INC,FONG & ZHOU SUPERMARKET,8514,18TH AVENUE,,,BROOKLYN,NY,11214,8000,-74.002417,40.607441,8514 18TH AVENUE
New York,704345,Store,JAC,CRIMSON & WHITE MARKETS INC,MORTON WILLIAMS,140,W 57TH ST.,,,NEW YORK,NY,10019,11500,-73.978773,40.764992,140 W 57TH ST.
Queens,704019,Store,JAC,ALI & OMER LLC,C TOWN,21-30,NEWTOWN AVE,,,ASTORIA,NY,11102,5000,-73.924927,40.771471,21-30 NEWTOWN AVE
Kings,703382,Store,JAC,1305 MYRTLE LLC,FINE FARE,1305,MYRTLE AVE,,,BROOKLYN,NY,11221,7000,-73.926069,40.698001,1305 MYRTLE AVE
Bronx,703145,Store,JAC,24 WEST FOOD CORP,FOOD DINASTY SUPERMKT,24-30,WEST FORDHAM ROAD,,,BRONX,NY,10468,5000,-73.902721,40.862705,24-30 WEST FORDHAM ROAD
Bronx,702833,Store,JAC,AD 2096 GRAND CORP,CONCOURSE FOOD PLAZA,2096,GRAND CONCOURSE,,,BRONX,NY,10457,9000,-73.902333,40.853726,2096 GRAND CONCOURSE
Queens,702566,Store,JAC,YS FOOD CORP,VITELIOS MARKET PLACE,71-76,YELLOWSTONE BOULEVARD,,,FOREST HILLS,NY,11375,15000,-73.855346,40.720721,71-76 YELLOWSTONE BOULEVARD
Kings,702325,Store,JAC,OASIS MEGA MARKET INC,OASIS MEGA MARKET,2828,CONEY ISLAND AVE.,,,BROOKLYN,NY,11235,5000,-73.960419,40.587501,2828 CONEY ISLAND AVE.
Queens,702001,Store,JAC,109 MEAT & PRODUCE CORP,MI TIERRA SUPERMARKET,109-01,37TH AVE,,,CORONA,NY,11368,8000,-73.858347,40.753935,109-01 37TH AVE
Kings,672021,Store,JAC,OCEAN BAY MARKET INC,OCEAN BAY MARKET,2424,CONEY ISLAND AVENUE,,,BROOKLYN,NY,11223,5000,-73.961201,40.597573,2424 CONEY ISLAND AVENUE
Kings,671952,Store,JAC,EAST NEW YORK KOSHER CORP,THE MARKET PLACE,589,E NEW YORK AVE,,,BROOKLYN,NY,11225,12000,-73.943306,40.662036,589 E NEW YORK AVE
Queens,671764,Store,JAC,KING POLO INC,SHOP FAIR,153-30,89TH AVE,,,JAMAICA,NY,11432,10000,-73.802668,40.705471,153-30 89TH AVE
Queens,671720,Store,JAC,SHREE SAI FOOD MART INC,FAST 24 BREAK,104-19,QUEENS BLVD,,,FOREST HILLS,NY,11375,5000,-73.848549,40.72374,104-19 QUEENS BLVD
Kings,671715,Store,JAC,FOOD COLONY LLC,C TOWN OF BAYRIDGE,7510,5TH AVE,,,BROOKLYN,NY,11209,8000,-74.02275,40.629196,7510 5TH AVE
Kings,671642,Store,JAC,GV MEAT & PRODUCE CORP,CARIBBEAN SUPERMARKET,741,UTICA AVE,,,BROOKLYN,NY,11203,9000,-73.930719,40.65489,741 UTICA AVE
Kings,671641,Store,JAC,13TH AVENUE SUPERMARKET LLC,GOURMET GLATT MARKET,1274,39TH ST,,,BROOKLYN,NY,11218,35000,-73.986828,40.640955,1274 39TH ST
Kings,671638,Store,JAC,GORIS GROCERS FLATBUSH AVE CORP,NYC FRESH MARKET,150,MYRTLE AVE,,,BROOKLYN,NY,11201,10000,-73.982696,40.693572,150 MYRTLE AVE
Kings,671571,Store,JAC,DESI BAZZAR INC,DESI BAZZAR,557,MCDONALD AVE,,,BROOKLYN,NY,11218,5000,-73.978979,40.6406,557 MCDONALD AVE
Kings,671411,Store,JAC,NEW YORK MART 8 AVE INC,I FRESH MARKET,6013,6023 8TH AVE,,,BROOKLYN,NY,11220,10000,-74.00997,40.635102,6013 6023 8TH AVE
Kings,671216,Store,JAC,1720 FOOD CORP,FOOD UNIVERSE,1720,ATLANTIC AVE,,,BROOKLYN,NY,11213,7000,-73.933573,40.677498,1720 ATLANTIC AVE
Queens,671153,Store,JAC,SKY FOODS MART INC,SKY FOODS MART-ELMHURST,7955,ALBION AVE,,,ELMHURST,NY,11373,7000,-73.883446,40.739552,7955 ALBION AVE
Kings,671116,Store,JAC,J VASQUEZ MEAT CORP,METROPOLITAN CITYMARKET,1142,BEDFORD AVENUE,,,BROOKLYN,NY,11216,7000,-73.954292,40.685277,1142 BEDFORD AVENUE
Queens,671085,Store,JAC,SKY FOODS MARKET INC,SKY FOODS MARKET,40-24,COLLEGE POINT BLVD,,,FLUSHING,NY,11354,45000,-73.83416,40.757597,40-24 COLLEGE POINT BLVD
Queens,670795,Store,JAC,AF FOOD CORP,KEY FOOD,30-13,36TH AVE,,,LONG ISLAND CITY,NY,11106,10000,-73.930253,40.756814,30-13 36TH AVE
Queens,670773,Store,JAC,CALHOUN FOODS LLC,KEYFOOD 1598,135-46,LEFFERTS BLVD,,,SOUTH OZONE PARK,NY,11420,10000,-73.821282,40.66926,135-46 LEFFERTS BLVD
Kings,670758,Store,JAC,COVERT SUPERMARKET LLC,SUPER PIONEER SUPERMARK,1657,BROADWAY,,,BROOKLYN,NY,11207,10000,-73.913229,40.684474,1657 BROADWAY
Queens,670736,Store,JAC,J MART GROUP INC,J MART,40-19,MAIN ST,,,FLUSHING,NY,11354,20000,,,40-19 MAIN ST
Kings,670577,Store,JAC,FAT MEAT & PRODUCE CORP,BRAVO SUPERMARKET,4808,4TH AVE,,,BROOKLYN,NY,11220,12000,-74.011785,40.647324,4808 4TH AVE
Kings,670548,Store,JAC,AS WAREHOUSE CO INC,POLAM INTL MT MKT II,276,MCGUINNESS BLVD,,,BROOKLYN,NY,11222,9000,-73.951782,40.731652,276 MCGUINNESS BLVD
Kings,670475,Store,JAC,PRAMUKH HEALTH MARKET INC,DOWNTOWN NATURAL MARKET,1701,CHURCH AVE,,,BROOKLYN,NY,11226,8000,-73.963715,40.649193,1701 CHURCH AVE
Queens,670291,Store,JAC,DUANE READE ET AL PTRS,DUANE READE #14438,136-02,ROOSEVELT AVE,,,FLUSHING,NY,11354,18000,-73.829889,40.759636,136-02 ROOSEVELT AVE
Kings,670217,Store,JAC,492 MARKET PLACE INC,GALA FRESH FARMS,492,ST MARKS AVE,,,BROOKLYN,NY,11238,17000,-73.958286,40.676402,492 ST MARKS AVE
Kings,670108,Store,JAC,MAYAS FOOD CORP,FINE FAIR,783,SARATOGA AVE,,,BROOKLYN,NY,11212,10000,-73.915434,40.661408,783 SARATOGA AVE
Richmond,645442,Store,JAC,BUD INC,PASTOSA RAVIOLI,3817,RICHMOND AVE,,,STATEN ISLAND,NY,10312,5000,-74.165687,40.545257,3817 RICHMOND AVE
Richmond,641589,Store,JAC,STRIP SNACKS INC,STRIP SNACKS,15,MARBLE LOOP,,,STATEN ISLAND,NY,10309,6700,-74.144116,40.563948,15 MARBLE LOOP
Richmond,641573,Store,JAC,STOP&SHOP SUPERMARKET CO LLC THE,SUPER STOP&SHOP #2513,4343,AMBOY RD,,,STATEN ISLAND,NY,10312,37000,-74.160697,40.545233,4343 AMBOY RD
Richmond,641567,Store,JAC,ANTONICO FOODS CORP,LA BELLA MARKETPLACE,99,ELLIS ST,,,STATEN ISLAND,NY,10307,25000,-74.243249,40.516215,99 ELLIS ST
Richmond,641321,Store,JAC,FOOD CONNECTION LTD,MET FOOD,1795,VICTORY BLVD,,,STATEN ISLAND,NY,10314,10000,-74.123628,40.613013,1795 VICTORY BLVD
Richmond,640941,Store,JAC,STOP&SHOP SUPERMARKET CO LLC THE,STOP&SHOP 581,2754,HYLAN BLVD,,,STATEN ISLAND,NY,10306,48000,-74.115587,40.564589,2754 HYLAN BLVD
Richmond,640873,Store,JAC,STATEN ISLAND MET FOOD LTD,MET FOODS,1177,HYLAN BLVD,,,STATEN ISLAND,NY,10305,10500,-74.082128,40.598516,1177 HYLAN BLVD
Richmond,640130,Store,JAC,V&J ITALIAN SPECIALTIES INC,V&J HILLSIDE MARKET,1789,RICHMOND RD,,,STATEN ISLAND,NY,10306,5000,-74.104425,40.586621,1789 RICHMOND RD
Queens,639949,Store,JAC,NIS SEAFOOD INC,NIS SEAFOOD,71-64,AUSTIN ST,,,FOREST HILLS,NY,11375,5000,-73.842561,40.719324,71-64 AUSTIN ST
Queens,639733,Store,JAC,LARA FOOD CORP,TRADE FAIR 2,79-14,21ST AVE,,,EAST ELMHURST,NY,11370,8000,-73.890383,40.770775,79-14 21ST AVE
Queens,639654,Store,JAC,QUEENS HEALTH EMPORIUM INC,QUEENS HEALTH EMPORIUM,159-01,HORACE HARDING EXPWAY,,,FRESH MEADOWS,NY,11365,10000,-73.809091,40.738818,159-01 HORACE HARDING EXPWAY
Queens,639589,Store,JAC,CHLOE 89 FOOD CORP,IDEAL FOOD BASKET,89-30,SUTPHIN BLVD,,,JAMAICA,NY,11435,9500,-73.808667,40.703537,89-30 SUTPHIN BLVD
Queens,639534,Store,JAC,MI TIERRA MEAT&PRODUCE CORP,MI TIERRA SUPERMARKET,85-15,ROOSEVELT AVE,,,JACKSON HEIGHTS,NY,11372,8000,-73.880479,40.747997,85-15 ROOSEVELT AVE
Queens,639457,Store,JAC,LEENA OF NY INC,NEW MART,221-12,HORACE HARDING EXPWY,,,BAYSIDE,NY,11364,8000,-73.756411,40.749153,221-12 HORACE HARDING EXPWY
Queens,639419,Store,JAC,NORTHERN MEAT & PRODUCE CORP,MI TIERRA SUPERMARKET,81-02,NORTHERN BLVD,,,JACKSON HEIGHTS,NY,11372,8000,-73.886015,40.755439,81-02 NORTHERN BLVD
Queens,639342,Store,JAC,KISSENA GLATT FARMS INC,ARONS KISSENA FARMS,72-15,KISSENA BLVD,,,FLUSHING,NY,11367,25000,-73.814781,40.728253,72-15 KISSENA BLVD
Queens,639226,Store,JAC,JOLEMA FOOD CORP,SHOP FAIR,920,SENECA AVE,,,RIDGEWOOD,NY,11385,10000,-73.903423,40.700279,920 SENECA AVE
Queens,639145,Store,JAC,NEW GOLDEN SPARKLING SUPERMKT INC,NEW GOLDEN SPRKLNG MRKT,86-18,BROADWAY,,,ELMHURST,NY,11373,5000,-73.877232,40.738205,86-18 BROADWAY
Queens,639009,Store,JAC,SIMPLY FOOD LIC LLC,FOOD CELLAR&CO,Apr-85,47TH RD,,,LONG ISLAND CITY,NY,11101,20000,-73.955942,40.745301,31138 47TH RD
Queens,638881,Store,JAC,206-16 HOLLIS AVE FOOD CORP,COMPARE FOODS,206-16,HOLLIS AVE,,,QUEENS VILLAGE,NY,11429,7500,-73.750606,40.707441,206-16 HOLLIS AVE
Queens,638871,Store,JAC,DASAE CORP,SS NATURAL,72-56,AUSTIN ST,,,FOREST HILLS,NY,11375,10000,-73.840817,40.71851,72-56 AUSTIN ST
Queens,638752,Store,JAC,NOKIB INC,MANNAN SUPERMARKET,166-11,HILLSIDE AVE,,,JAMAICA,NY,11432,15000,-73.795976,40.709708,166-11 HILLSIDE AVE
Queens,638748,Store,JAC,86-02 MEAT&PRODUCE INC,KEY FOOD,86-02,NORTHERN BLVD,,,JACKSON HEIGHTS,NY,11372,18000,-73.881249,40.755946,86-02 NORTHERN BLVD
Queens,638745,Store,JAC,ISLAND OF GOLD SUPERMARKET INC,ISLAND OF GOLD SUPERMKT,195-25,69TH AVE,,,FRESH MEADOWS,NY,11365,25000,-73.777712,40.737049,195-25 69TH AVE
Queens,638675,Store,JAC,BOGOPA 58-01 LLC,FOOD BAZAAR,58-01,JUNCTION BLVD,,,ELMHURST,NY,11373,20000,-73.865306,40.735602,58-01 JUNCTION BLVD
Queens,638599,Store,JAC,GEMSTONE SUPERMARKETS INC,KEY FOOD 1046,183-14,HILLSIDE AVE,,,JAMAICA,NY,11432,20000,-73.778343,40.71392,183-14 HILLSIDE AVE
Queens,638592,Store,JAC,BERRY FRESH FARM INC,BERRY FRESH FARM,43-26,DITMARS BLVD,,,ASTORIA,NY,11105,12000,-73.903523,40.771058,43-26 DITMARS BLVD
Queens,638479,Store,JAC,S&K GREEN GROCERIES INC,APNA BAZAR FARMERS MARK,113-18,LIBERTY AVE,,,RICHMOND HILL,NY,11419,6000,-73.828895,40.685593,113-18 LIBERTY AVE
Queens,638428,Store,JAC,CONEJO MEAT CORP,IDEAL FOOD BASKET,67-16,MYRTLE AVE,,,GLENDALE,NY,11385,10000,-73.885407,40.701572,67-16 MYRTLE AVE
Queens,638372,Store,JAC,ESPERANZA MEAT CORP,CHERRY VALLEY,84-12,97TH AVE,,,OZONE PARK,NY,11416,10000,-73.855732,40.683399,84-12 97TH AVE
Queens,638174,Store,JAC,GRANJA MEAT CORP,IDEAL FOOD BASKET,99-30,CORONA AVE,,,CORONA,NY,11368,10000,-73.862415,40.744323,99-30 CORONA AVE
Queens,638111,Store,JAC,3412 V&F FOOD CORP,C TOWN,34-12,34TH AVE,,,ASTORIA,NY,11106,10000,-73.924764,40.758512,34-12 34TH AVE
Queens,638069,Store,JAC,CRYSTAL & CHRIS FOOD CORP,C TOWN,108-54,GUY R BREWER BLVD,,,JAMAICA,NY,11433,12000,-73.790297,40.69527,108-54 GUY R BREWER BLVD
Queens,638014,Store,JAC,RCR FOOD CORP,KEY FOOD #1462,108-27,QUEENS BLVD,,,FOREST HILLS,NY,11375,15000,-73.842922,40.721205,108-27 QUEENS BLVD
Queens,637931,Store,JAC,JAMAN FOOD CORP,FINE FARE,199-11,HOLLIS AVE,,,HOLLIS,NY,11412,5000,,,199-11 HOLLIS AVE
Queens,637903,Store,JAC,CALVI SUPERMARKET INC,C TOWN 024,107-66,CROSSBAY BLVD,,,OZONE PARK,NY,11417,15000,-73.84398,40.67718,107-66 CROSSBAY BLVD
Queens,637900,Store,JAC,GRAND MEAT CORP,MASPETH MARKETPLACE BY,66-17,GRAND AVE,,,MASPETH,NY,11378,10000,-73.898098,40.724451,66-17 GRAND AVE
Queens,637779,Store,JAC,TRIPLE FOOD CORP,CITY FRESH MARKET,39-09,103RD ST,,,CORONA,NY,11368,8000,-73.862787,40.750061,39-09 103RD ST
Queens,637652,Store,JAC,DAR FOOD CORP,GREEN VALLEY OF SUNNYSI,44-07,GREENPOINT AVE,,,SUNNYSIDE,NY,11104,9800,-73.920522,40.741542,44-07 GREENPOINT AVE
Queens,637594,Store,JAC,FLUSHING MARKET INC,FLUSHING MARKET,144-50,NORTHERN BLVD,,,FLUSHING,NY,11354,20000,-73.821607,40.764833,144-50 NORTHERN BLVD
Queens,637529,Store,JAC,FT 4620 FOOD CORP,KEY FOOD 1454,46-20,108TH ST,,,CORONA,NY,11368,7000,-73.856718,40.746759,46-20 108TH ST
Queens,637433,Store,JAC,333 J&M FOOD CORP,ASSOCIATED,333,SENECA AVE,,,RIDGEWOOD,NY,11385,12000,-73.915584,40.70748,333 SENECA AVE
Queens,637197,Store,JAC,SARMAN FOOD CORP,C TOWN,108-79,ROOSEVELT AVE,,,CORONA,NY,11368,5000,-73.856057,40.751549,108-79 ROOSEVELT AVE
Queens,637134,Store,JAC,AMAL MEAT CORP,C TOWN,169-13,HILLSIDE AVE,,,JAMAICA,NY,11432,7000,-73.792875,40.710818,169-13 HILLSIDE AVE
Queens,637069,Store,JAC,STOP&SHOP SUPERMARKET CO LLC THE,STOP&SHOP 539,89-89,UNION TNPK,,,GLENDALE,NY,11385,40000,-73.85763,40.705871,89-89 UNION TNPK
Queens,637050,Store,JAC,RL FOOD CORP,KEY FOOD #1428,116-34,QUEENS BLVD,,,FOREST HILLS,NY,11375,9000,-73.832822,40.715308,116-34 QUEENS BLVD
Queens,636948,Store,JAC,MARKELLA CORP,EURO MARKET,30-42,31ST STREET,,,ASTORIA,NY,11102,5000,-73.922297,40.765775,30-42 31ST STREET
Queens,636891,Store,JAC,M&D 21 FOOD CORP,KEY FOOD,44-65,21ST ST,,,LONG ISLAND CITY,NY,11101,8000,-73.94745,40.747845,44-65 21ST ST
Queens,636884,Store,JAC,DEIRDRE MAEVES SUPERMARKET INC,DEIRDRE MAEVES SPRMKT,202-36,ROCKAWAY PT BLVD,,,ROCKAWAY POINT,NY,11697,5000,-73.891767,40.565106,202-36 ROCKAWAY PT BLVD
Queens,636862,Store,JAC,GEMSTONE SUPERMARKETS INC,KEY FOOD 1044,164-05,69TH AVE,,,FRESH MEADOWS,NY,11365,20000,-73.804553,40.733083,164-05 69TH AVE
Queens,636798,Store,JAC,D&T MINI DELICATESSEN INC,DAVE&TONY SALUMERIA,35-18,30TH AVE,,,ASTORIA,NY,11103,5000,-73.917578,40.765108,35-18 30TH AVE
Queens,636771,Store,JAC,YOUJIN CORP,C TOWN,81-29,LEFFERTS BLVD,,,KEW GARDENS,NY,11415,5000,-73.830448,40.708863,81-29 LEFFERTS BLVD
Queens,636738,Store,JAC,42-15 FOOD CORP,KEY FOOD SUPERMARKET,42-15,30TH AVE,,,ASTORIA,NY,11103,9000,-73.912832,40.762875,42-15 30TH AVE
Queens,636452,Store,JAC,89-02 FOOD CORP,TRADE FAIR 9,89-02,37TH AVE,,,JACKSON HEIGHTS,NY,11372,15000,-73.877337,40.750476,89-02 37TH AVE
Queens,636362,Store,JAC,ME-ME SUPERMARKET INC,CITY FRESH MARKET,21-15,BROADWAY,,,ASTORIA,NY,11106,11000,-73.930847,40.764757,21-15 BROADWAY
Queens,636259,Store,JAC,DEVIN FOOD CORP,IDEAL FOOD BASKET,148-40,HILLSIDE AVE,,,JAMAICA,NY,11435,5000,-73.807523,40.706325,148-40 HILLSIDE AVE
Queens,636073,Store,JAC,82-10 BAXTER AVE FOOD CORP,FOOD UNIVERSE,82-10,BAXTER AVE,,,ELMHURST,NY,11373,8000,-73.883161,40.746817,82-10 BAXTER AVE
Queens,635922,Store,JAC,GOLD CITY SUPERMARKET INC,GOLD CITY SUPERMARKET,46-31,KISSENA BLVD,,,FLUSHING,NY,11355,15000,-73.818227,40.749785,46-31 KISSENA BLVD
Queens,635881,Store,JAC,CRESCENT FOOD CORP,TRADE FAIR SUPERMARKETS,23-55,BROADWAY,,,ASTORIA,NY,11106,20000,-73.928699,40.763571,23-55 BROADWAY
Queens,635807,Store,JAC,FOOD CONNECTION II INC,MET FOODS,79-15,ELIOT AVE,,,MIDDLE VILLAGE,NY,11379,14000,-73.879476,40.724878,79-15 ELIOT AVE
Queens,635802,Store,JAC,REVO FOOD CORP,IDEAL FOOD BASKET,108-02,OTIS AVE,,,CORONA,NY,11368,5000,-73.853722,40.741275,108-02 OTIS AVE
Queens,635549,Store,JAC,PENZO FOOD CORP,BRAVO SUPERMARKET 043,90-30,ROOSEVELT AVE,,,JACKSON HEIGHTS,NY,11372,12000,-73.875878,40.74848,90-30 ROOSEVELT AVE
Queens,635507,Store,JAC,TANIA&LEENA LLC,C TOWN 041069,110-14,FARMERS BLVD,,,ST ALBANS,NY,11412,8000,-73.766526,40.702821,110-14 FARMERS BLVD
Queens,635153,Store,JAC,FOOD JUNGLE INC,FOOD WORLD/KEY FOOD,119-14,SUTPHIN BLVD.,,,JAMAICA,NY,11434,15000,-73.791438,40.678588,119-14 SUTPHIN BLVD.
Queens,635057,Store,JAC,A&E FOOD CO INC,BEST YET,19-30,37TH ST,,,ASTORIA,NY,11105,32000,-73.901647,40.778649,19-30 37TH ST
Queens,634927,Store,JAC,A&Z MILK FARM CORP,GOURMET MINI MARKET,60-44,55TH ST,,,MASPETH,NY,11378,7700,-73.910876,40.715087,60-44 55TH ST
Queens,634915,Store,JAC,SEAFOOD KING INC,SEAFOOD KING,117-07,LIBERTY AVE,,,RICHMOND HILL,NY,11419,5000,-73.825881,40.685939,117-07 LIBERTY AVE
Queens,634763,Store,JAC,32-11 CHANNEL FOOD CORP,FOOD UNIVERSE,32-11,BEACH CHANNEL DR,,,FAR ROCKAWAY,NY,11691,10000,-73.766785,40.598297,32-11 BEACH CHANNEL DR
Queens,634735,Store,JAC,C&A SUPERMARKET INC,C&A SUPERMARKET,41-41,KISSENA BLVD,,,FLUSHING,NY,11355,15000,-73.828319,40.757807,41-41 KISSENA BLVD
Queens,634717,Store,JAC,MERRICK MEAT FARMS INC,MERRICK MEAT FARMS,234-21,MERRICK BLVD,,,LAURELTON,NY,11422,10000,,,234-21 MERRICK BLVD
Queens,634687,Store,JAC,ROCKAWAY PRODUCE INC,FARMBOY COUNTRY MARKET,127-20,ROCKAWAY BLVD,,,SOUTH OZONE PARK,NY,11420,12000,-73.810545,40.675187,127-20 ROCKAWAY BLVD
Queens,634663,Store,JAC,116-15 GMV CORP,VITELIO'S MARKETPLACE/K,116-15,METROPOLITAN AVE,,,KEW GARDENS,NY,11415,10000,-73.835501,40.707303,116-15 METROPOLITAN AVE
Queens,634606,Store,JAC,RYAN FOOD CORP,KEYFOOD,105-35,64TH RD,,,FOREST HILLS,NY,11375,15000,-73.850138,40.732008,105-35 64TH RD
Queens,634576,Store,JAC,JUN&JEONG FARM INC,DOUBLE J,168-02,UNION TPKE,,,FLUSHING,NY,11366,13000,-73.800148,40.722902,168-02 UNION TPKE
Queens,634512,Store,JAC,BOGOPA GATES INC,FOOD BAZAAR,1590,GATES AVE,,,RIDGEWOOD,NY,11385,25000,-73.910894,40.700836,1590 GATES AVE
Queens,634313,Store,JAC,4125 MEAT CORP,FINE FARE,41-25,102ND ST,,,CORONA,NY,11368,5000,-73.863207,40.747832,41-25 102ND ST
Queens,633982,Store,JAC,DOLCO FOOD CORP,KEYFOOD 1732,102-02,101ST AVE,,,OZONE PARK,NY,11416,5000,-73.840591,40.685804,102-02 101ST AVE
Queens,633958,Store,JAC,CHUNG FAT SUPERMARKET INC,CHUNG FAT SUPERMARKET,41-82,MAIN ST,,,FLUSHING,NY,11355,25000,-73.828385,40.755648,41-82 MAIN ST
Queens,633906,Store,JAC,RASPBERRY FARM MARKET INC,RASPBERRY FARM,150-15,14TH AVE,,,WHITESTONE,NY,11357,7000,-73.813094,40.789005,150-15 14TH AVE
Queens,633905,Store,JAC,SUN HUI FOOD CORP,C TOWN,94-06,63RD DR,,,REGO PARK,NY,11374,10000,-73.863085,40.728933,94-06 63RD DR
Queens,633819,Store,JAC,WALGREEN EASTERN CO INC,WALGREENS #01572,44-15,KISSENA BLVD,,,FLUSHING,NY,11355,10000,-73.8223,40.753476,44-15 KISSENA BLVD
Queens,633765,Store,JAC,TARGET CORPORATION,TARGET 1150,135-05,20TH AVE,,,COLLEGE POINT,NY,11356,25000,-73.833353,40.781664,135-05 20TH AVE
Queens,633759,Store,JAC,102-14 FOOD CORP,KEY FOOD,102-14,37TH AVE,,,CORONA,NY,11368,10000,-73.86476,40.753169,102-14 37TH AVE
Queens,633730,Store,JAC,SEOUL SHOPPING INC,HANYANG SUPERMARKET,150-51,NORTHERN BLVD,,,FLUSHING,NY,11354,15000,-73.813322,40.765153,150-51 NORTHERN BLVD
Queens,633549,Store,JAC,A&A MINIMARKET INC,A&A MINIMARKET,115-18,95TH AVE,,,S RICHMOND HILL,NY,11419,16000,-73.829834,40.691629,115-18 95TH AVE
Queens,633340,Store,JAC,HAN HEE INC,HAN AH REAM MARKET,59-18,WOODSIDE AVE,,,WOODSIDE,NY,11377,10000,-73.905331,40.745341,59-18 WOODSIDE AVE
Queens,633335,Store,JAC,RNJ FOOD STORE INC,TOWER FRUIT MARKET,272-72,GRAND CENTRAL PKWY,,,FLORAL PARK,NY,11005,7500,-73.716395,40.759245,272-72 GRAND CENTRAL PKWY
Queens,633195,Store,JAC,GURABO PRODUCE CORP,CITY FRESH MARKET,45-02,JUNCTION BLVD,,,CORONA,NY,11368,10000,-73.867809,40.744552,45-02 JUNCTION BLVD
Queens,633159,Store,JAC,JGF NY CORP,GREEN FARM,89-01,165TH ST,,,JAMAICA,NY,11432,8000,-73.796176,40.707479,89-01 165TH ST
Queens,633139,Store,JAC,HCTK CORP,FOOD UNIVERSE,117-01,LIBERTY AVE,,,RICHMOND HILL,NY,11419,6000,-73.825935,40.685933,117-01 LIBERTY AVE
Queens,632985,Store,JAC,S&K VEGETABLES CORP,APNA BAZAR CASH&CARRY,72-20,37TH AVE,,,JACKSON HEIGHTS,NY,11372,8500,-73.89312,40.748818,72-20 37TH AVE
Queens,632960,Store,JAC,37TH AVE MARKET INC,FOOD BAZAAR,35-60,JUNCTION BLVD,,,CORONA,NY,11368,20000,-73.871364,40.752538,35-60 JUNCTION BLVD
Queens,632649,Store,JAC,REGO PARK AJ MET INC,FOODTOWN,97-36,63RD RD,,,REGO PARK,NY,11374,12000,-73.859832,40.731476,97-36 63RD RD
Queens,632561,Store,JAC,GOLDEN KEY FOOD STORE INC,ASSOCIATED 166,37-15,31ST AVE,,,GRAND STATION,NY,11103,20000,-73.918566,40.762012,37-15 31ST AVE
Queens,632553,Store,JAC,BEACH CONVENIENCE STORE LTD,PICKLES&PIES,202,BEACH 116TH ST,,,ROCKAWAY PARK,NY,11694,5000,-73.837201,40.579963,202 BEACH 116TH ST
Queens,632432,Store,JAC,NEW YORK MART ELMHURST INC,NEW YORK MART,75-01,BROADWAY,,,ELMHURST,NY,11373,14000,-73.890127,40.746129,75-01 BROADWAY
Queens,632390,Store,JAC,FLUSHING 4424 SUPERMARKET CORP,FOOD PLUS,44-24,KISSENA BLVD,,,FLUSHING,NY,11355,20000,-73.82182,40.753076,44-24 KISSENA BLVD
Queens,632372,Store,JAC,LOREEN FOOD CORP,TRADE FAIR 5,37-11,DITMARS BLVD,,,ASTORIA,NY,11105,6700,-73.907331,40.773751,37-11 DITMARS BLVD
Queens,632223,Store,JAC,R&M GLATT SUPERMARKET 108 ST CORP,R&M GLATT SUPERMARKET,63-64,108TH ST,,,FOREST HILLS,NY,11375,6000,-73.84978,40.733278,63-64 108TH ST
Queens,632217,Store,JAC,LIC MARKET CORP,FINE FAIR,7-Oct,41ST AVE,,,LONG ISLAND CITY,NY,11101,5000,-73.945344,40.755489,44841 41ST AVE
Queens,632169,Store,JAC,BOGOPA-JUNCTION INC,FOOD BAZAAR,34-20,JUNCTION BLVD,,,JACKSON HEIGHTS,NY,11372,11000,-73.872433,40.754555,34-20 JUNCTION BLVD
Queens,631926,Store,JAC,JAY JAHAL INC,PATEL BROTHERS,251-08,HILLSIDE AVE,,,BELLEROSE,NY,11426,8000,-73.71629,40.735636,251-08 HILLSIDE AVE
Queens,631906,Store,JAC,AMAMA FOOD CORP,COMPARE FOOD MARKET,77-20,JAMAICA AVE,,,WOODHAVEN,NY,11421,5000,-73.864099,40.691812,77-20 JAMAICA AVE
Queens,631683,Store,JAC,SALAT MEAT & GROCERY CORP,C TOWN,75-43,METROPOLITAN AVE,,,MIDDLE VILLAGE,NY,11379,12000,-73.876023,40.713071,75-43 METROPOLITAN AVE
Queens,631491,Store,JAC,TOP LINE MEAT MARKET INC,TOP LINE MEAT MARKET,81-37,BROADWAY,,,ELMHURST,NY,11373,6000,-73.883523,40.743227,81-37 BROADWAY
Queens,631435,Store,JAC,CORO FOOD CORP,TRADE FAIR 4,49-11,30TH AVE,,,WOODSIDE,NY,11377,16000,-73.907249,40.760269,49-11 30TH AVE
Queens,630835,Store,JAC,TRADE BETTER SUPERMARKET CORP,BRAVO SUPERMARKET,109-06,JAMAICA AVE,,,RICHMOND HILL,NY,11418,12000,-73.838518,40.695983,109-06 JAMAICA AVE
Queens,630800,Store,JAC,JJR 66-82 FOOD CORP,CHECOS FOOD UNIVERSE,66-82,FRESH POND RD,,,RIDGEWOOD,NY,11385,6000,-73.896842,40.706294,66-82 FRESH POND RD
